onset	duration	trial_type	sub_type	electrodes_involved_onset	electrodes_involved_offset	offset	sample_start	sample_end	electrical_stimulation_type	electrical_stimulation_site	electrical_stimulation_current	electrical_stimulation_frequency	electrical_stimulation_pulsewidth	notes
116.998046875	1.4638671875	artefact	n/a	all	all	118.4619140625	239612	242610	n/a	n/a	n/a	n/a	n/a	n/a
225.68212890625	0.4853515625	artefact	n/a	all	all	226.16748046875	462197	463191	n/a	n/a	n/a	n/a	n/a	n/a
380.591796875	10.64990234375	artefact	n/a	all	all	391.24169921875	779452	801263	n/a	n/a	n/a	n/a	n/a	n/a
397.30224609375	14.3505859375	artefact	n/a	all	all	411.65283203125	813675	843065	n/a	n/a	n/a	n/a	n/a	n/a
575.7646484375	1.8994140625	artefact	n/a	all	all	577.6640625	1179166	1183056	n/a	n/a	n/a	n/a	n/a	n/a
579.654296875	0.7236328125	artefact	n/a	all	all	580.3779296875	1187132	1188614	n/a	n/a	n/a	n/a	n/a	n/a
582.0966796875	0.64990234375	artefact	n/a	all	all	582.74658203125	1192134	1193465	n/a	n/a	n/a	n/a	n/a	n/a
649.8681640625	2.8701171875	artefact	n/a	all	all	652.73828125	1330930	1336808	n/a	n/a	n/a	n/a	n/a	n/a
658.7216796875	2.533203125	artefact	n/a	all	all	661.2548828125	1349062	1354250	n/a	n/a	n/a	n/a	n/a	n/a
705.56396484375	3.99658203125	artefact	n/a	all	all	709.560546875	1444995	1453180	n/a	n/a	n/a	n/a	n/a	n/a
719.41259765625	1.85009765625	artefact	n/a	all	all	721.2626953125	1473357	1477146	n/a	n/a	n/a	n/a	n/a	n/a
785.20849609375	3.74169921875	artefact	n/a	all	all	788.9501953125	1608107	1615770	n/a	n/a	n/a	n/a	n/a	n/a
802.90625	5.97021484375	artefact	n/a	all	all	808.87646484375	1644352	1656579	n/a	n/a	n/a	n/a	n/a	n/a
813.77587890625	1.126953125	artefact	n/a	all	all	814.90283203125	1666613	1668921	n/a	n/a	n/a	n/a	n/a	n/a
816.72021484375	3.44580078125	artefact	n/a	all	all	820.166015625	1672643	1679700	n/a	n/a	n/a	n/a	n/a	n/a
822.3779296875	8.89013671875	artefact	n/a	all	all	831.26806640625	1684230	1702437	n/a	n/a	n/a	n/a	n/a	n/a
847.38623046875	10.03271484375	artefact	n/a	all	all	857.4189453125	1735447	1755994	n/a	n/a	n/a	n/a	n/a	n/a
868.92431640625	16.9306640625	artefact	n/a	all	all	885.85498046875	1779557	1814231	n/a	n/a	n/a	n/a	n/a	n/a
899.58837890625	1.66943359375	artefact	n/a	all	all	901.2578125	1842357	1845776	n/a	n/a	n/a	n/a	n/a	n/a
908.21533203125	0.896484375	artefact	n/a	all	all	909.11181640625	1860025	1861861	n/a	n/a	n/a	n/a	n/a	n/a
1155.29931640625	5.21875	artefact	n/a	all	all	1160.51806640625	2366053	2376741	n/a	n/a	n/a	n/a	n/a	n/a
1246.01123046875	1.0361328125	artefact	n/a	all	all	1247.04736328125	2551831	2553953	n/a	n/a	n/a	n/a	n/a	n/a
1307.86181640625	6.38818359375	artefact	n/a	all	all	1314.25	2678501	2691584	n/a	n/a	n/a	n/a	n/a	n/a
1344.75146484375	8.31396484375	artefact	n/a	all	all	1353.0654296875	2754051	2771078	n/a	n/a	n/a	n/a	n/a	n/a
1354.63623046875	0.97021484375	artefact	n/a	all	all	1355.6064453125	2774295	2776282	n/a	n/a	n/a	n/a	n/a	n/a
1362.13623046875	1.447265625	artefact	n/a	all	all	1363.58349609375	2789655	2792619	n/a	n/a	n/a	n/a	n/a	n/a
1388.81396484375	1.12646484375	artefact	n/a	all	all	1389.9404296875	2844291	2846598	n/a	n/a	n/a	n/a	n/a	n/a
1391.7744140625	1.2255859375	artefact	n/a	all	all	1393	2850354	2852864	n/a	n/a	n/a	n/a	n/a	n/a
1400.33349609375	37.29443359375	artefact	n/a	all	all	1437.6279296875	2867883	2944262	n/a	n/a	n/a	n/a	n/a	n/a
1444.248046875	30.666015625	artefact	n/a	all	all	1474.9140625	2957820	3020624	n/a	n/a	n/a	n/a	n/a	n/a
1532.12646484375	1.25	artefact	n/a	all	all	1533.37646484375	3137795	3140355	n/a	n/a	n/a	n/a	n/a	n/a
1547.06884765625	2.1875	artefact	n/a	all	all	1549.25634765625	3168397	3172877	n/a	n/a	n/a	n/a	n/a	n/a
1552.529296875	17.43408203125	artefact	n/a	all	all	1569.96337890625	3179580	3215285	n/a	n/a	n/a	n/a	n/a	n/a
