name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	notch	status	status_description
emg+	EMG	µV	468	0.15	emg-	other	2048	n/a	good	not included
SOL7	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
SOL8	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
POL1	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
POL2	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
POL3	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
POL4	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
POL5	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
POL6	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
POL7	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
POL8	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
MKR2+	TRIG	µV	468	0.15	MKR2-	other	2048	n/a	good	not included
