onset	duration	trial_type	sub_type	electrodes_involved_onset	electrodes_involved_offset	offset	sample_start	sample_end	electrical_stimulation_type	electrical_stimulation_site	electrical_stimulation_current	electrical_stimulation_frequency	electrical_stimulation_pulsewidth	notes
174.1484375	0.20654296875	artefact	n/a	all	all	174.35498046875	356656	357079	n/a	n/a	n/a	n/a	n/a	n/a
188.69384765625	0.20654296875	artefact	n/a	all	all	188.900390625	386445	386868	n/a	n/a	n/a	n/a	n/a	n/a
325.6611328125	0.255859375	artefact	n/a	all	all	325.9169921875	666954	667478	n/a	n/a	n/a	n/a	n/a	n/a
387.74365234375	0.13232421875	artefact	n/a	all	all	387.8759765625	794099	794370	n/a	n/a	n/a	n/a	n/a	n/a
736.74365234375	0.537109375	artefact	n/a	all	all	737.28076171875	1508851	1509951	n/a	n/a	n/a	n/a	n/a	n/a
1097.07421875	0.79345703125	artefact	n/a	all	all	1097.86767578125	2246808	2248433	n/a	n/a	n/a	n/a	n/a	n/a
1191.12353515625	3.54541015625	artefact	n/a	all	all	1194.6689453125	2439421	2446682	n/a	n/a	n/a	n/a	n/a	n/a
1239.5947265625	1	artefact	n/a	all	all	1240.5947265625	2538690	2540738	n/a	n/a	n/a	n/a	n/a	n/a
1268.4296875	3.537109375	artefact	n/a	all	all	1271.966796875	2597744	2604988	n/a	n/a	n/a	n/a	n/a	n/a
1334.396484375	3.70263671875	artefact	n/a	all	all	1338.09912109375	2732844	2740427	n/a	n/a	n/a	n/a	n/a	n/a
1410.40478515625	5.49560546875	artefact	n/a	all	all	1415.900390625	2888509	2899764	n/a	n/a	n/a	n/a	n/a	n/a
1423.89208984375	12.388671875	artefact	n/a	all	all	1436.28076171875	2916131	2941503	n/a	n/a	n/a	n/a	n/a	n/a
1460.35498046875	1.82666015625	artefact	n/a	all	all	1462.181640625	2990807	2994548	n/a	n/a	n/a	n/a	n/a	n/a
1464.322265625	2.3466796875	artefact	n/a	all	all	1466.6689453125	2998932	3003738	n/a	n/a	n/a	n/a	n/a	n/a
1475.97509765625	7.02490234375	artefact	n/a	all	all	1483	3022797	3037184	n/a	n/a	n/a	n/a	n/a	n/a
1488.78466796875	1.76904296875	artefact	n/a	all	all	1490.5537109375	3049031	3052654	n/a	n/a	n/a	n/a	n/a	n/a
1496.4541015625	5.81005859375	artefact	n/a	all	all	1502.26416015625	3064738	3076637	n/a	n/a	n/a	n/a	n/a	n/a
1508.36328125	6.677734375	artefact	n/a	all	all	1515.041015625	3089128	3102804	n/a	n/a	n/a	n/a	n/a	n/a
1523.4296875	2.2392578125	artefact	n/a	all	all	1525.6689453125	3119984	3124570	n/a	n/a	n/a	n/a	n/a	n/a
1527.63623046875	6.50390625	artefact	n/a	all	all	1534.14013671875	3128599	3141919	n/a	n/a	n/a	n/a	n/a	n/a
1551.3798828125	7.29736328125	artefact	n/a	all	all	1558.67724609375	3177226	3192171	n/a	n/a	n/a	n/a	n/a	n/a
1562.07421875	4.15673828125	artefact	n/a	all	all	1566.23095703125	3199128	3207641	n/a	n/a	n/a	n/a	n/a	n/a
1591.8095703125	5.95068359375	artefact	n/a	all	all	1597.76025390625	3260026	3272213	n/a	n/a	n/a	n/a	n/a	n/a
1606.8759765625	12.42138671875	artefact	n/a	all	all	1619.29736328125	3290882	3316321	n/a	n/a	n/a	n/a	n/a	n/a
1867.08251953125	0.181640625	artefact	n/a	all	all	1867.26416015625	3823785	3824157	n/a	n/a	n/a	n/a	n/a	n/a
1993	0.24755859375	artefact	n/a	all	all	1993.24755859375	4081664	4082171	n/a	n/a	n/a	n/a	n/a	n/a
2078.79296875	0.57861328125	artefact	n/a	all	all	2079.37158203125	4257368	4258553	n/a	n/a	n/a	n/a	n/a	n/a
2743.86767578125	0.34716796875	artefact	n/a	all	all	2744.21484375	5619441	5620152	n/a	n/a	n/a	n/a	n/a	n/a
2937.31396484375	6.11572265625	artefact	n/a	all	all	2943.4296875	6015619	6028144	n/a	n/a	n/a	n/a	n/a	n/a
3354.107421875	0.92529296875	artefact	n/a	all	all	3355.03271484375	6869212	6871107	n/a	n/a	n/a	n/a	n/a	n/a
3358.6279296875	2.88427734375	artefact	n/a	all	all	3361.51220703125	6878470	6884377	n/a	n/a	n/a	n/a	n/a	n/a
14.6875	2760.2998046875	stimulation	SPESclin	all	all	2774.9873046875	30080	5683174	n/a	n/a	n/a	n/a	n/a	n/a
15.46630859375	0.001	electrical_stimulation	SPESclin	n/a	n/a	15.46730859375	31675	31677.048	monophasic	AR8-AR9	0.002	0.2	0.001	n/a
20.46630859375	0.001	electrical_stimulation	SPESclin	n/a	n/a	20.46730859375	41915	41917.048	monophasic	AR8-AR9	0.002	0.2	0.001	n/a
25.46630859375	0.001	electrical_stimulation	SPESclin	n/a	n/a	25.46730859375	52155	52157.048	monophasic	AR8-AR9	0.002	0.2	0.001	n/a
30.46630859375	0.001	electrical_stimulation	SPESclin	n/a	n/a	30.46730859375	62395	62397.048	monophasic	AR8-AR9	0.002	0.2	0.001	n/a
35.46630859375	0.001	electrical_stimulation	SPESclin	n/a	n/a	35.46730859375	72635	72637.048	monophasic	AR8-AR9	0.002	0.2	0.001	n/a
41.19921875	0.001	electrical_stimulation	SPESclin	n/a	n/a	41.20021875	84376	84378.048	monophasic	AR9-AR8	0.002	0.2	0.001	n/a
46.19921875	0.001	electrical_stimulation	SPESclin	n/a	n/a	46.20021875	94616	94618.048	monophasic	AR9-AR8	0.002	0.2	0.001	n/a
51.19921875	0.001	electrical_stimulation	SPESclin	n/a	n/a	51.20021875	104856	104858.048	monophasic	AR9-AR8	0.002	0.2	0.001	n/a
56.19921875	0.001	electrical_stimulation	SPESclin	n/a	n/a	56.20021875	115096	115098.048	monophasic	AR9-AR8	0.002	0.2	0.001	n/a
61.19921875	0.001	electrical_stimulation	SPESclin	n/a	n/a	61.20021875	125336	125338.048	monophasic	AR9-AR8	0.002	0.2	0.001	n/a
