name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	notch	status	status_description
POR10	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
POR11	SEEG	µV	468	0.15	G2	depth	2048	n/a	bad	electrode in screw
POR12	SEEG	µV	468	0.15	G2	depth	2048	n/a	bad	electrode in screw
TPR1	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
TPR2	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
TPR3	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
TPR4	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
TPR5	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
TPR6	SEEG	µV	468	0.15	G2	depth	2048	n/a	bad	electrode in screw
TPR7	SEEG	µV	468	0.15	G2	depth	2048	n/a	bad	electrode in screw
TPR8	SEEG	µV	468	0.15	G2	depth	2048	n/a	bad	electrode in screw
xx1	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xx2	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xxx3	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xxx4	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
AH+	OTHER	µV	468	0.15	AH-	other	2048	n/a	bad	not recording
ECG+	ECG	µV	468	0.15	ECG-	other	2048	n/a	good	not included
orb+	EOG	µV	468	0.15	orb-	other	2048	n/a	good	not included
xxx8	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x4	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x3	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x1	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x2	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
OR1	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
OR2	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
OR3	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
OR4	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
OR5	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
OR6	SEEG	µV	468	0.15	G2	depth	2048	n/a	bad	electrode in screw
OR7	SEEG	µV	468	0.15	G2	depth	2048	n/a	bad	electrode in screw
OR8	SEEG	µV	468	0.15	G2	depth	2048	n/a	bad	electrode in screw
x9	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x10	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x11	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x12	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x13	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x14	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x15	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x16	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x17	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x18	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x19	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x20	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x21	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x22	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x23	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x24	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x25	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x26	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x27	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x28	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x29	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x30	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x31	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x32	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
thor+	OTHER	Adim.	468	0.15	thor-	other	2048	n/a	bad	not recording
abdo+	OTHER	Adim.	468	0.15	abdo-	other	2048	n/a	bad	not recording
xyz+	OTHER	Adim.	468	0.15	xyz-	other	2048	n/a	bad	not recording
MKR2+	TRIG	µV	468	0.15	MKR2-	other	2048	n/a	good	not included
