onset	duration	trial_type	sub_type	electrodes_involved_onset	electrodes_involved_offset	offset	sample_start	sample_end	electrical_stimulation_type	electrical_stimulation_site	electrical_stimulation_current	electrical_stimulation_frequency	electrical_stimulation_pulsewidth	notes
379.728515625	3.94580078125	artefact	n/a	all	all	383.67431640625	777684	785765	n/a	n/a	n/a	n/a	n/a	n/a
735.09423828125	2.3212890625	artefact	n/a	all	all	737.41552734375	1505473	1510227	n/a	n/a	n/a	n/a	n/a	n/a
1119.7666015625	1.556640625	artefact	n/a	all	all	1121.3232421875	2293282	2296470	n/a	n/a	n/a	n/a	n/a	n/a
1274.9794921875	1.998046875	artefact	n/a	all	all	1276.9775390625	2611158	2615250	n/a	n/a	n/a	n/a	n/a	n/a
1298.62646484375	6.81689453125	artefact	n/a	all	all	1305.443359375	2659587	2673548	n/a	n/a	n/a	n/a	n/a	n/a
1326.8291015625	1.35546875	artefact	n/a	all	all	1328.1845703125	2717346	2720122	n/a	n/a	n/a	n/a	n/a	n/a
1345.74462890625	1.11474609375	artefact	n/a	all	all	1346.859375	2756085	2758368	n/a	n/a	n/a	n/a	n/a	n/a
1384.73046875	1.35546875	artefact	n/a	all	all	1386.0859375	2835928	2838704	n/a	n/a	n/a	n/a	n/a	n/a
1416.63818359375	1.21484375	artefact	n/a	all	all	1417.85302734375	2901275	2903763	n/a	n/a	n/a	n/a	n/a	n/a
1633.0458984375	1.27490234375	artefact	n/a	all	all	1634.32080078125	3344478	3347089	n/a	n/a	n/a	n/a	n/a	n/a
1823.37158203125	0.77685546875	artefact	n/a	all	all	1824.1484375	3734265	3735856	n/a	n/a	n/a	n/a	n/a	n/a
0.0302734375	1822.015625	stimulation	SPESclin	all	all	1822.0458984375	62	3731550	n/a	n/a	n/a	n/a	n/a	n/a
13.23291015625	1237.17626953125	sleep	unknown	all	all	1250.4091796875	27101	2560838	n/a	n/a	n/a	n/a	n/a	n/a
0.1103515625	0.001	electrical_stimulation	SPESclin	n/a	n/a	0.1113515625	226	228.048	monophasic	F32-F31	0.008	0.2	0.001	Current is lower than requested
5.10986328125	0.001	electrical_stimulation	SPESclin	n/a	n/a	5.11086328125	10465	10467.048	monophasic	F32-F31	0.008	0.2	0.001	Current is lower than requested
16.859375	0.001	electrical_stimulation	SPESclin	n/a	n/a	16.860375	34528	34530.048	monophasic	IH04-IH05	0.008	0.2	0.001	Current is lower than requested
21.85888671875	0.001	electrical_stimulation	SPESclin	n/a	n/a	21.85988671875	44767	44769.048	monophasic	IH04-IH05	0.008	0.2	0.001	Current is lower than requested
26.8583984375	0.001	electrical_stimulation	SPESclin	n/a	n/a	26.8593984375	55006	55008.048	monophasic	IH04-IH05	0.008	0.2	0.001	Current is lower than requested
31.8583984375	0.001	electrical_stimulation	SPESclin	n/a	n/a	31.8593984375	65246	65248.048	monophasic	IH04-IH05	0.008	0.2	0.001	Current is lower than requested
