name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	notch	status	status_description
OPR2	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
OPR3	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
OPR4	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
OPR5	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
OPR6	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
PLR1	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
PLR2	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
PLR3	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
PLR4	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
PLR5	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
PLR6	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
PLR7	SEEG	µV	468	0.15	G2	depth	2048	n/a	bad	electrode in screw
PLR8	SEEG	µV	468	0.15	G2	depth	2048	n/a	bad	electrode in screw
xxx	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xx	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
elb87	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
elb88	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
AH+	OTHER	µV	468	0.15	AH-	other	2048	n/a	bad	not recording
ECG+	ECG	µV	468	0.15	ECG-	other	2048	n/a	good	not included
orb+	EOG	µV	468	0.15	orb-	other	2048	n/a	good	not included
EMG+	EMG	µV	468	0.15	EMG-	other	2048	n/a	good	not included
ah+	OTHER	µV	468	0.15	ah-	other	2048	n/a	bad	not recording
ecg+	ECG	µV	468	0.15	ecg-	other	2048	n/a	good	not included
el95+	OTHER	µV	468	0.15	el95-	other	2048	n/a	bad	not recording
emg+	EMG	µV	468	0.15	emg-	other	2048	n/a	good	not included
xxx1	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xxx2	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xxx3	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xxx4	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xxx5	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xxx6	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xxx7	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xxx8	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xxx9	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xxx10	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xxx11	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xxx12	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xxx13	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xxx14	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xxx15	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xxx16	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xxx17	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xxx18	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xxx19	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xxx20	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xxx21	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xxx22	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xxx23	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xxx24	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xxx25	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xxx26	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xxx27	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xxx28	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xxx29	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xxx30	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xxx31	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
xxx32	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
thor+	OTHER	Adim.	468	0.15	thor-	other	2048	n/a	bad	not recording
abdo+	OTHER	Adim.	468	0.15	abdo-	other	2048	n/a	bad	not recording
xyz+	OTHER	Adim.	468	0.15	xyz-	other	2048	n/a	bad	not recording
MKR2+	TRIG	µV	468	0.15	MKR2-	other	2048	n/a	good	not included
